1.200000000000000000e+01,2.598274196294582339e+00,7.982226512162138476e+01
1.216666666666666607e+01,2.591824492953562320e+00,7.998426616571775583e+01
1.233333333333333215e+01,2.552839237513332638e+00,8.024131823922716933e+01
1.250000000000000000e+01,2.602949668514431103e+00,8.058303955567028254e+01
1.266666666666666607e+01,2.660583066266066332e+00,8.076589482966106459e+01
1.283333333333333215e+01,2.632152708995909141e+00,8.098507932434148415e+01
1.300000000000000000e+01,2.674409390562558553e+00,8.121094085007548813e+01
1.316666666666666607e+01,2.711369691109412727e+00,1.008142704078680225e+02
1.333333333333333215e+01,1.000000000000000000e+01,1.060435855805313281e+02
1.350000000000000000e+01,6.218477502775327181e+00,1.010538515291420794e+02
1.366666666666666607e+01,2.945885948268653465e+00,9.704510260420333623e+01
1.383333333333333215e+01,3.363135169409783742e+00,8.695213813768839373e+01
1.400000000000000000e+01,9.188306852216179266e-01,8.259322188208042803e+01
1.416666666666666607e+01,2.625050557994699219e+00,8.004033856470736907e+01
1.433333333333333215e+01,3.083031737609725820e+00,7.907991577699715435e+01
1.450000000000000000e+01,3.540509777449208695e+00,7.768354706930016107e+01
1.466666666666666607e+01,3.276422202159832597e+00,7.587773613629013880e+01
1.483333333333333215e+01,2.965284518541742464e+00,7.521945019121667997e+01
1.500000000000000000e+01,3.221045293896667605e+00,7.500905328783710502e+01
1.516666666666666607e+01,3.265938815935330197e+00,7.469756368798169888e+01
1.533333333333333215e+01,3.117697860809379939e+00,7.461605963050533319e+01
1.550000000000000000e+01,3.090305545673921017e+00,7.471214937806529122e+01
1.566666666666666607e+01,3.057132316523662130e+00,7.494144566378275840e+01
1.583333333333333215e+01,3.020830077146637205e+00,7.522789074703079848e+01
1.600000000000000000e+01,2.967762717229419867e+00,7.551600099202183003e+01
1.616666666666666430e+01,2.901712322575408454e+00,7.582795199319356527e+01
1.633333333333333215e+01,2.850062392961895785e+00,7.623043660926890652e+01
1.650000000000000000e+01,2.832904310635876666e+00,7.668197821903729050e+01
1.666666666666666430e+01,2.813025483036517560e+00,7.694289152878525329e+01
1.683333333333333215e+01,2.708041008897486890e+00,7.726151310258777016e+01
1.700000000000000000e+01,2.694353737913868230e+00,7.771962527516190278e+01
1.716666666666666430e+01,2.723881921216102509e+00,7.787041927656665052e+01
1.733333333333333215e+01,2.591237686491167924e+00,7.824245224150331524e+01
1.750000000000000000e+01,2.652709372121102582e+00,7.856451124291470478e+01
1.766666666666666430e+01,2.627522659149073458e+00,7.866541180010393930e+01
1.783333333333333215e+01,2.535288270301451874e+00,7.899643915195902366e+01
1.800000000000000000e+01,2.611313454913227527e+00,7.930140818633964273e+01
1.816666666666666430e+01,2.606663141492147062e+00,7.940610619150032790e+01
1.833333333333333215e+01,2.535185060422978420e+00,7.970274058298508635e+01
1.850000000000000000e+01,2.609659036710395785e+00,7.994927048733767094e+01
1.866666666666666430e+01,2.605739458259497265e+00,8.014177453513910621e+01
1.883333333333333215e+01,2.601080969454954150e+00,8.040996110066754454e+01
1.900000000000000000e+01,2.648494201995589492e+00,8.065884093443136749e+01
1.916666666666666430e+01,2.667960652452450621e+00,1.001268585728111589e+02
1.933333333333333215e+01,1.000000000000000000e+01,1.053353377442915786e+02
1.950000000000000000e+01,6.138892791503425705e+00,1.029063386773843973e+02
1.966666666666666430e+01,3.896755882120044312e+00,9.571030849178825406e+01
1.983333333333333215e+01,2.209763985614286774e+00,8.566561287746218056e+01
2.000000000000000000e+01,8.160660746534458276e-01,8.042554200020315136e+01
2.016666666666666430e+01,2.125935847949042667e+00,8.034351402853624791e+01
2.033333333333333215e+01,3.836072372370233907e+00,7.939398889688052918e+01
2.050000000000000000e+01,3.485192921417145762e+00,7.675482977583753552e+01
2.066666666666666430e+01,2.720193428525904178e+00,7.575914289354167863e+01
2.083333333333333215e+01,3.131517747337405844e+00,7.547865766208336424e+01
2.100000000000000000e+01,3.269717050300632533e+00,7.508723472619784900e+01
2.116666666666666430e+01,3.120973055495502191e+00,7.492485538957072322e+01
2.133333333333333215e+01,3.094486295356166039e+00,7.502158312550608343e+01
2.150000000000000000e+01,3.094039058321804703e+00,7.521460274882329600e+01
2.166666666666666430e+01,3.048534305208135287e+00,7.550233483280138103e+01
2.183333333333333215e+01,3.013028844138149420e+00,7.584725468305781249e+01
2.200000000000000000e+01,2.974598494231956103e+00,7.618699467048108431e+01
2.216666666666666430e+01,2.921477272904233313e+00,7.659642528512910076e+01
2.233333333333333215e+01,2.904533603816012111e+00,7.699513708625599406e+01
2.250000000000000000e+01,2.867702946587130430e+00,7.736014234005020285e+01
2.266666666666666430e+01,2.828114247176912510e+00,7.769934035766556235e+01
2.283333333333333215e+01,2.795958483707889020e+00,7.807552910557541281e+01
2.300000000000000000e+01,2.793565168008635524e+00,7.818878065802343258e+01
2.316666666666666430e+01,2.679405418674440487e+00,7.849240755147995685e+01
2.333333333333333215e+01,2.731478235082487327e+00,7.876031912538925894e+01
2.350000000000000000e+01,2.711627912035403210e+00,7.882647691476775265e+01
2.366666666666666430e+01,2.626866143804220677e+00,7.898216913497886082e+01
2.383333333333333215e+01,2.646386069935245722e+00,7.922888176157438522e+01
2.400000000000000000e+01,2.675961989930805363e+00,7.918150387914873534e+01
