0.000000000000000000e+00,3.000000000000000000e+00,7.621999999999999886e+01
1.666666666666666574e-01,2.791344000000000047e+00,7.639610356552799431e+01
3.333333333333333148e-01,2.584422723325732196e+00,7.697277038765227530e+01
5.000000000000000000e-01,2.693220257624484582e+00,7.775643607176851901e+01
6.666666666666666297e-01,2.763755050199979912e+00,7.841716067455011796e+01
8.333333333333332593e-01,2.730384718547212319e+00,7.895617219156694944e+01
1.000000000000000000e+00,2.700620348606082022e+00,7.947299065485931635e+01
1.166666666666666519e+00,2.712101416435689583e+00,7.996754738283743791e+01
1.333333333333333259e+00,2.731430732928212368e+00,8.039507439497199925e+01
1.500000000000000000e+00,2.740099350978137949e+00,8.074424906957104042e+01
1.666666666666666519e+00,2.747117681704347891e+00,8.102705847787341042e+01
1.833333333333333259e+00,2.759646460838051762e+00,8.124856129486073542e+01
2.000000000000000000e+00,2.774542201117646822e+00,8.140688349519561484e+01
2.166666666666666519e+00,2.788242822652441610e+00,8.150412171399617023e+01
2.333333333333333037e+00,2.801055197183593304e+00,8.154705477212228004e+01
2.500000000000000000e+00,2.813905040583828399e+00,8.154269319497517188e+01
2.666666666666666519e+00,2.826385853110361612e+00,8.149719535070784104e+01
2.833333333333333037e+00,2.837798434889611254e+00,8.141707643951619389e+01
3.000000000000000000e+00,2.847983580113597313e+00,8.130938852478882950e+01
3.166666666666666519e+00,2.857001102105730883e+00,8.118099281760203212e+01
3.333333333333333037e+00,2.864785506050333108e+00,8.103819036033910095e+01
3.500000000000000000e+00,2.871233997414443628e+00,8.088677184269755571e+01
3.666666666666666519e+00,2.876338657948867894e+00,8.073201383278158971e+01
3.833333333333333037e+00,2.880159030483399718e+00,8.057855802964343184e+01
4.000000000000000000e+00,2.882765028780423400e+00,8.043033849501831867e+01
4.166666666666666075e+00,2.884235790908973751e+00,8.029060349422428544e+01
4.333333333333333037e+00,2.884679600763723872e+00,8.016192201386067495e+01
4.500000000000000000e+00,2.884216674069245201e+00,8.004622382045384654e+01
4.666666666666666075e+00,2.882980716729625303e+00,7.994482609136406381e+01
4.833333333333333037e+00,2.881104675946773774e+00,7.985849104816738020e+01
5.000000000000000000e+00,2.878723978416390494e+00,7.978748116473128960e+01
5.166666666666666075e+00,2.875969579194482595e+00,7.973161547463816134e+01
5.333333333333333037e+00,2.872963274669873002e+00,7.969034815442515196e+01
5.500000000000000000e+00,2.869822704739833252e+00,7.966282330820796176e+01
5.666666666666666075e+00,2.866650789487086293e+00,7.964793599857914330e+01
5.833333333333333037e+00,2.863536584487500480e+00,7.964439721203976319e+01
6.000000000000000000e+00,2.860556783019279958e+00,7.965079221002147847e+01
6.166666666666666075e+00,2.857774433005653147e+00,7.966563234056485499e+01
6.333333333333333037e+00,2.855238271182462650e+00,7.968740275311058952e+01
6.500000000000000000e+00,2.852983518011403152e+00,7.971460514530086527e+01
6.666666666666666075e+00,2.851032896392114324e+00,7.974579554311824836e+01
6.833333333333333037e+00,2.849398071808707300e+00,7.977961516745962456e+01
7.000000000000000000e+00,2.848080633978355092e+00,7.981481494549565525e+01
7.166666666666666075e+00,2.847073363626733578e+00,9.797084139639939337e+01
7.333333333333333037e+00,1.000000000000000000e+01,1.030292601998551163e+02
7.500000000000000000e+00,6.215939270563709762e+00,1.010542058859936247e+02
7.666666666666666075e+00,4.164827364285375921e+00,9.407854238175733030e+01
7.833333333333333037e+00,2.382614154823739394e+00,8.410897383719203901e+01
8.000000000000000000e+00,9.163177404111073621e-01,7.865739050068684435e+01
8.166666666666666075e+00,2.087043026358149866e+00,7.872499747826509520e+01
8.333333333333332149e+00,3.895270717144990957e+00,7.803031164225653527e+01
8.500000000000000000e+00,3.568210413354889088e+00,7.561389628738227486e+01
8.666666666666666075e+00,2.783883160805338708e+00,7.473543888679445502e+01
8.833333333333332149e+00,3.147896062269580408e+00,7.450331295723046310e+01
9.000000000000000000e+00,3.248008652573781241e+00,7.416656031999623622e+01
9.166666666666666075e+00,3.087432251306000186e+00,7.409702946055158179e+01
9.333333333333332149e+00,3.063483342742711724e+00,7.422280286465971244e+01
9.500000000000000000e+00,3.028810379447900658e+00,7.444994589490262626e+01
9.666666666666666075e+00,2.972801299359359106e+00,7.472637669772366564e+01
9.833333333333332149e+00,2.907349721191071268e+00,7.513981936391056138e+01
1.000000000000000000e+01,2.886122761807311754e+00,7.560832327154356847e+01
1.016666666666666607e+01,2.849413608872009451e+00,7.590782570026576082e+01
1.033333333333333215e+01,2.734676846007103368e+00,7.635310251012016636e+01
1.050000000000000000e+01,2.740433687128263962e+00,7.686798360289544974e+01
1.066666666666666607e+01,2.734278960246132595e+00,7.715642952341629268e+01
1.083333333333333215e+01,2.622884149239072649e+00,7.760810375155379859e+01
1.100000000000000000e+01,2.657866891143489951e+00,7.801427955185502583e+01
1.116666666666666607e+01,2.628681459774876217e+00,7.822666245659837614e+01
1.133333333333333215e+01,2.543591378309350226e+00,7.866588583305262716e+01
1.150000000000000000e+01,2.618418372248441983e+00,7.899779699226952800e+01
1.166666666666666607e+01,2.582757526545965465e+00,7.915002039449744586e+01
1.183333333333333215e+01,2.516008048492948124e+00,7.951642890082345616e+01
